iter	CrossEntropy
1511	0.1911659178
1512	0.1911487581
1513	0.1911309416
1514	0.1911074114
1515	0.1910932489
1516	0.1910763614
1517	0.1910506879
1518	0.1910313791
1519	0.1910091765
1520	0.1909977812
1521	0.1909735311
1522	0.19095945
1523	0.1909417083
1524	0.1909305414
1525	0.190907759
1526	0.1908844477
1527	0.1908709324
1528	0.1908578787
1529	0.1908465183
1530	0.1908340272
1531	0.1908158168
1532	0.1907989608
1533	0.1907827015
1534	0.1907661573
1535	0.1907492983
1536	0.1907361999
1537	0.1907205467
1538	0.1907045728
1539	0.1906913646
1540	0.1906756927
1541	0.1906652798
1542	0.190640728
1543	0.1906239956
1544	0.1906032421
1545	0.1905920456
1546	0.1905729391
1547	0.190558781
1548	0.1905443125
1549	0.1905258775
1550	0.1905015375
1551	0.1904742563
1552	0.1904579616
1553	0.1904451114
1554	0.1904242131
1555	0.190410174
1556	0.1903938888
1557	0.1903786352
1558	0.1903710012
1559	0.190357957
1560	0.1903431643
1561	0.1903264736
1562	0.1903075954
1563	0.1902869344
1564	0.1902669162
1565	0.1902523122
1566	0.1902262179
1567	0.1902070983
1568	0.1901845521
1569	0.1901674991
1570	0.1901583475
1571	0.1901387323
1572	0.1901178044
1573	0.19010765
1574	0.1900923676
1575	0.1900648319
1576	0.1900478492
1577	0.1900237505
1578	0.1900002907
1579	0.1899887391
1580	0.1899767947
1581	0.1899589738
1582	0.1899313415
1583	0.1899174645
1584	0.1898984591
1585	0.1898899755
1586	0.189877885
1587	0.1898632567
1588	0.1898509204
1589	0.1898370779
1590	0.1898249676
1591	0.1898030346
1592	0.1897862741
1593	0.1897636828
1594	0.1897380358
1595	0.189723481
1596	0.1897100623
1597	0.1896953349
1598	0.1896797022
1599	0.189648196
1600	0.1896362673
1601	0.1896175485
1602	0.1895986898
1603	0.1895796502
1604	0.1895607697
1605	0.1895370033
1606	0.1895236363
1607	0.1895019826
1608	0.1894913946
1609	0.1894767357
1610	0.1894584061
1611	0.1894348579
1612	0.1894157474
1613	0.1893945872
1614	0.1893763116
1615	0.1893618886
1616	0.1893463254
1617	0.1893256701
1618	0.1892995115
1619	0.1892825404
1620	0.1892642643
1621	0.1892471957
1622	0.1892296704
1623	0.1892192811
1624	0.1891987876
1625	0.1891820155
1626	0.1891663626
1627	0.1891486984
1628	0.1891272184
1629	0.1891055559
1630	0.189088185
1631	0.1890705312
1632	0.1890466545
1633	0.1890289358
1634	0.1890116358
1635	0.1889891201
1636	0.1889692612
1637	0.1889532443
1638	0.1889317583
1639	0.1889151942
1640	0.1888919424
1641	0.1888725889
1642	0.1888486875
1643	0.1888332962
1644	0.1888182497
1645	0.1888053247
1646	0.1887901337
1647	0.1887705142
1648	0.1887476705
1649	0.1887268348
1650	0.1887034345
1651	0.1886847762
1652	0.1886699065
1653	0.1886499743
1654	0.1886390929
1655	0.1886249512
1656	0.1886010409
1657	0.1885891828
1658	0.1885725074
1659	0.188554614
1660	0.1885379788
1661	0.188523049
1662	0.1885075502
1663	0.1884919934
1664	0.1884753005
1665	0.1884618903
1666	0.1884426525
1667	0.1884204663
1668	0.1884051578
1669	0.1883866609
1670	0.1883726947
1671	0.1883591893
1672	0.1883467461
1673	0.1883300778
1674	0.1883186726
1675	0.1883048474
1676	0.1882850813
1677	0.1882675157
1678	0.188240407
1679	0.1882253322
1680	0.1882070522
1681	0.1881868756
1682	0.1881709304
1683	0.1881505844
1684	0.1881310376
1685	0.1881121868
1686	0.1880852692
1687	0.1880615614
1688	0.1880448841
1689	0.1880248751
1690	0.1880018226
1691	0.1879815736
1692	0.1879624945
1693	0.1879417246
1694	0.1879213722
1695	0.1879071561
1696	0.187887617
1697	0.1878728672
1698	0.1878589517
1699	0.1878371782
1700	0.1878176791
1701	0.1877923348
1702	0.1877789698
1703	0.1877647222
1704	0.1877476988
1705	0.1877276446
1706	0.1877085809
1707	0.1876831223
1708	0.1876675957
1709	0.1876403594
1710	0.1876189403
1711	0.187596238
1712	0.1875747614
1713	0.1875556922
1714	0.1875335644
1715	0.1875172833
1716	0.1874990583
1717	0.187480966
1718	0.1874667415
1719	0.1874481303
1720	0.1874356721
1721	0.187407882
1722	0.1873915612
1723	0.1873765301
1724	0.1873627018
1725	0.1873449658
1726	0.1873281949
1727	0.1873103824
1728	0.1872919058
1729	0.1872801075
1730	0.1872642967
1731	0.1872489061
1732	0.1872343451
1733	0.187218216
1734	0.1872016524
1735	0.1871817525
1736	0.1871629223
1737	0.1871448984
1738	0.1871284046
1739	0.187106936
1740	0.1870879381
1741	0.187074533
1742	0.1870557065
1743	0.1870424517
1744	0.1870170759
1745	0.1870032665
1746	0.1869825131
1747	0.1869692935
1748	0.1869519617
1749	0.1869371756
1750	0.1869227829
1751	0.1869034642
1752	0.1868862912
1753	0.1868630551
1754	0.1868491673
1755	0.1868320685
1756	0.1868213873
1757	0.1868077388
1758	0.1867958645
1759	0.1867786746
1760	0.186760418
1761	0.1867414831
1762	0.1867254184
1763	0.1867070843
1764	0.1866905893
1765	0.1866731471
1766	0.1866563975
1767	0.1866391328
1768	0.1866220935
1769	0.1866069187
1770	0.1865907554
1771	0.1865759234
1772	0.1865659596
1773	0.1865469847
1774	0.1865295679
1775	0.1865027542
1776	0.1864843113
1777	0.186467778
1778	0.1864493859
1779	0.1864347821
1780	0.1864119043
1781	0.1863940099
1782	0.1863785934
1783	0.1863625787
1784	0.1863510639
1785	0.1863320569
1786	0.1863114407
1787	0.1862907372
1788	0.1862795377
1789	0.1862600969
1790	0.1862456589
1791	0.1862267922
1792	0.186202188
1793	0.1861886012
1794	0.1861728793
1795	0.186159968
1796	0.1861406586
1797	0.1861294548
1798	0.1861112056
1799	0.1860959321
1800	0.1860795318
1801	0.1860620611
1802	0.1860473354
1803	0.1860310553
1804	0.1860113681
1805	0.185989563
1806	0.1859738967
1807	0.1859604775
1808	0.1859397126
1809	0.1859239875
1810	0.1858995961
1811	0.1858854961
1812	0.1858753926
1813	0.1858648132
1814	0.1858460182
1815	0.1858281135
1816	0.1858139267
1817	0.1857958364
1818	0.1857877572
1819	0.185767121
1820	0.1857534535
1821	0.1857380598
1822	0.1857235718
1823	0.185706588
1824	0.1856853874
1825	0.1856544368
1826	0.185637958
1827	0.1856212926
1828	0.185601443
1829	0.1855883107
1830	0.1855765139
1831	0.1855614983
1832	0.1855420729
1833	0.1855257759
1834	0.1855124205
1835	0.185507162
1836	0.1854867985
1837	0.1854690496
1838	0.185449496
1839	0.1854320172
1840	0.1854063318
1841	0.1853892501
1842	0.1853763428
1843	0.1853507688
1844	0.1853342538
1845	0.1853158435
1846	0.1852989286
1847	0.185278861
1848	0.1852671658
1849	0.1852517511
1850	0.185236262
1851	0.1852224675
1852	0.1851963242
1853	0.1851756036
1854	0.1851609657
1855	0.1851458586
1856	0.1851343341
1857	0.1851244939
1858	0.185112618
1859	0.1850863985
1860	0.1850679824
1861	0.1850479054
1862	0.1850313526
1863	0.1850126279
1864	0.1849988978
1865	0.1849844019
1866	0.1849682552
1867	0.184957236
1868	0.1849434817
1869	0.1849310107
1870	0.1849117427
1871	0.1848945616
1872	0.1848738915
1873	0.1848561547
1874	0.1848335484
1875	0.1848186158
1876	0.1848082273
1877	0.1847914995
1878	0.1847753622
1879	0.1847552697
1880	0.1847342063
1881	0.1847224233
1882	0.184712068
1883	0.1846916935
1884	0.1846777038
1885	0.1846641944
1886	0.1846392922
1887	0.1846263669
1888	0.1846081962
1889	0.1845931721
1890	0.1845686346
1891	0.1845499978
1892	0.1845384719
1893	0.1845248213
1894	0.1844980187
1895	0.1844772206
1896	0.1844587801
1897	0.1844446962
1898	0.1844324105
1899	0.1844162075
1900	0.1844007224
1901	0.1843902226
1902	0.1843790973
1903	0.184366499
1904	0.1843534322
1905	0.1843312756
1906	0.1843151742
1907	0.1842967093
1908	0.1842804821
1909	0.1842573821
1910	0.1842442826
1911	0.1842286006
1912	0.1842070655
1913	0.1841869699
1914	0.1841719788
1915	0.1841535375
1916	0.184128464
1917	0.1841060879
1918	0.1840836741
1919	0.184068002
1920	0.1840519314
1921	0.1840394051
1922	0.1840204024
1923	0.184002119
1924	0.1839880772
1925	0.1839710872
1926	0.1839513346
1927	0.1839389769
1928	0.1839167171
1929	0.1838964463
1930	0.1838724907
1931	0.1838567629
1932	0.1838440976
1933	0.1838229995
1934	0.1838094812
1935	0.1837927424
1936	0.183773979
1937	0.1837572987
1938	0.1837393652
1939	0.1837184984
1940	0.1837013565
1941	0.1836819178
1942	0.1836696534
1943	0.1836485042
1944	0.1836358427
1945	0.1836159579
1946	0.183599957
1947	0.1835890903
1948	0.1835709504
1949	0.1835564378
1950	0.1835403238
1951	0.1835206534
1952	0.1834992477
1953	0.1834764761
1954	0.1834623757
1955	0.1834429269
1956	0.1834304119
1957	0.183415673
1958	0.1834035066
1959	0.1833895347
1960	0.1833668058
1961	0.1833518173
1962	0.1833335325
1963	0.1833233488
1964	0.1833098829
1965	0.1832954615
1966	0.1832799859
1967	0.1832659391
1968	0.1832493357
1969	0.1832301419
1970	0.1832093014
1971	0.1831937879
1972	0.1831761199
1973	0.1831626648
1974	0.1831425539
1975	0.1831199249
1976	0.1831014738
1977	0.1830869203
1978	0.1830709934
1979	0.1830570719
1980	0.1830448813
1981	0.1830296046
1982	0.1830143493
1983	0.182997406
1984	0.1829760759
1985	0.1829583922
1986	0.1829440269
1987	0.1829273021
1988	0.1829094166
1989	0.1828973611
1990	0.182869704
1991	0.182856747
1992	0.1828405399
1993	0.1828294832
1994	0.182817194
1995	0.1828026768
1996	0.1827852797
1997	0.1827688469
1998	0.1827546284
1999	0.1827292427
2000	0.1827154982
2001	0.1826950748
2002	0.1826747192
2003	0.1826628964
2004	0.1826410333
2005	0.1826143043
2006	0.1826005929
2007	0.1825864432
2008	0.1825724581
2009	0.1825515803
2010	0.1825375661
2011	0.1825219306
2012	0.1825087814
2013	0.1824957926
2014	0.1824777545
2015	0.1824574786
2016	0.1824429533
2017	0.1824268201
2018	0.1824122419
2019	0.1823888234
2020	0.1823755649
2021	0.1823622049
2022	0.1823505316
2023	0.1823395412
2024	0.1823197468
2025	0.1823070917
2026	0.1822843087
2027	0.1822684507
2028	0.1822488217
2029	0.1822285816
2030	0.1822163784
2031	0.1822032953
2032	0.182192908
2033	0.1821806093
2034	0.1821668427
2035	0.1821524279
2036	0.1821373856
2037	0.1821195334
2038	0.1821028323
2039	0.1820937607
2040	0.1820778723
2041	0.1820553266
2042	0.1820393101
2043	0.1820135918
2044	0.1820028908
2045	0.1819857887
2046	0.1819716722
2047	0.1819610039
2048	0.1819431337
2049	0.1819264604
2050	0.1819113569
2051	0.1818971017
2052	0.181876615
2053	0.1818600688
2054	0.1818494698
2055	0.1818386317
2056	0.1818243564
2057	0.1818065776
2058	0.1817907389
2059	0.1817721635
2060	0.1817557617
2061	0.1817427647
2062	0.1817233172
2063	0.1817054266
2064	0.1816850985
2065	0.181667584
2066	0.1816588428
2067	0.1816429881
2068	0.1816248363
2069	0.1816105128
2070	0.1815975875
2071	0.1815789482
2072	0.1815619344
2073	0.1815506976
2074	0.1815338086
2075	0.1815209912
2076	0.1815063814
2077	0.1814959358
2078	0.1814767559
2079	0.1814668574
2080	0.1814479376
2081	0.1814277676
2082	0.1814119146
2083	0.1813886812
2084	0.1813729935
2085	0.1813577746
2086	0.1813473516
2087	0.1813351467
2088	0.1813184661
2089	0.1813029161
2090	0.1812812493
2091	0.1812631223
2092	0.1812497182
2093	0.1812302923
2094	0.1812124095
2095	0.1811978788
2096	0.1811860838
2097	0.1811731981
2098	0.1811606152
2099	0.181149694
2100	0.181127745
2101	0.1811111307
2102	0.1810984489
2103	0.181082503
2104	0.1810693905
2105	0.181051713
2106	0.1810378617
2107	0.1810188484
2108	0.1810066545
2109	0.1809853573
2110	0.1809703143
2111	0.1809591001
2112	0.1809464555
2113	0.1809237499
2114	0.1809009348
2115	0.1808796927
2116	0.1808615946
2117	0.18083722
2118	0.1808149838
2119	0.1808019045
2120	0.1807840478
2121	0.180768317
2122	0.1807449274
2123	0.180730565
2124	0.1807114403
2125	0.1806931552
2126	0.1806808718
2127	0.1806657658
2128	0.1806574749
2129	0.1806399129
2130	0.1806260338
2131	0.1806122601
2132	0.1805884057
2133	0.1805705691
2134	0.1805441966
2135	0.1805317705
2136	0.1805210769
2137	0.1805051385
2138	0.180486936
2139	0.1804775682
2140	0.1804625396
2141	0.1804436556
2142	0.1804329628
2143	0.1804049483
2144	0.1803838783
2145	0.1803611958
2146	0.1803413924
2147	0.1803292755
2148	0.1803076399
2149	0.1802888238
2150	0.1802733747
2151	0.1802588758
2152	0.1802402725
2153	0.1802242053
2154	0.1802047551
2155	0.1801889401
2156	0.1801797349
2157	0.1801703179
2158	0.1801500163
2159	0.1801357498
2160	0.180116986
2161	0.1801047464
2162	0.180087256
2163	0.1800714843
2164	0.1800571429
2165	0.1800425147
2166	0.1800286049
2167	0.1800141186
2168	0.1800004232
2169	0.1799944823
2170	0.1799764168
2171	0.1799692789
2172	0.1799581447
2173	0.1799474825
2174	0.1799338656
2175	0.1799204193
2176	0.1799032101
2177	0.1798852771
2178	0.1798717604
2179	0.1798595867
2180	0.1798383858
2181	0.1798223178
2182	0.1798055169
2183	0.1797929372
2184	0.179769267
2185	0.1797429996
2186	0.1797298924
2187	0.1797178465
2188	0.1797027131
2189	0.1796873997
2190	0.1796734081
2191	0.179661248
2192	0.179646173
2193	0.1796296932
2194	0.1796154182
2195	0.1795957049
2196	0.1795786695
2197	0.1795646548
2198	0.1795504045
2199	0.1795369263
2200	0.1795273686
2201	0.1795181551
2202	0.1795004317
2203	0.1794825902
2204	0.1794596733
2205	0.1794457548
2206	0.1794316272
2207	0.1794179237
2208	0.1793997683
2209	0.179384786
2210	0.1793714843
2211	0.1793565387
2212	0.1793429463
2213	0.1793297405
2214	0.1793093621
2215	0.179298844
2216	0.1792813653
2217	0.1792647773
2218	0.1792421279
2219	0.1792214784
2220	0.1792104762
2221	0.1791959914
2222	0.1791703306
2223	0.1791556952
2224	0.1791359813
2225	0.179117264
2226	0.1790999857
2227	0.1790871749
2228	0.1790732435
2229	0.1790525312
2230	0.1790356217
2231	0.1790267102
2232	0.179012184
2233	0.1789985161
2234	0.1789800455
2235	0.1789681168
2236	0.1789529085
2237	0.1789400426
2238	0.1789273469
2239	0.1789106167
2240	0.1789002759
2241	0.1788820313
2242	0.1788683401
2243	0.1788565362
2244	0.1788456243
2245	0.1788276834
2246	0.1788102641
2247	0.1787948691
2248	0.1787789716
2249	0.1787616422
2250	0.1787478106
2251	0.1787350723
2252	0.1787243954
2253	0.1787072773
2254	0.1786942725
2255	0.1786851378
2256	0.1786719376
2257	0.178659655
2258	0.1786441579
2259	0.1786292013
2260	0.1786145759
2261	0.178598117
2262	0.1785813023
2263	0.1785598305
2264	0.178535188
2265	0.1785204583
2266	0.1785025622
2267	0.178493072
2268	0.1784781581
2269	0.1784632625
2270	0.1784437894
2271	0.178434239
2272	0.1784245607
2273	0.1784068953
2274	0.1783990327
2275	0.1783872994
2276	0.1783778172
2277	0.1783575566
2278	0.1783417747
2279	0.1783259962
2280	0.1783157539
2281	0.178304708
2282	0.1782927532
2283	0.1782808986
2284	0.1782649987
2285	0.178249151
2286	0.1782274243
2287	0.1782095414
2288	0.1781945112
2289	0.1781762524
2290	0.1781589505
2291	0.1781438569
2292	0.1781242261
2293	0.1781129012
2294	0.178093149
2295	0.1780752864
2296	0.1780602058
2297	0.1780469117
2298	0.1780302067
2299	0.1780141483
2300	0.1779945786
2301	0.1779784877
2302	0.1779619727
2303	0.1779453209
2304	0.1779331576
2305	0.1779193769
2306	0.1779067792
2307	0.177893929
2308	0.1778811344
2309	0.1778679407
2310	0.1778550915
2311	0.177833292
2312	0.1778186264
2313	0.1778039246
2314	0.1777868949
2315	0.177773195
2316	0.1777564249
2317	0.1777494561
2318	0.1777353084
2319	0.1777198193
2320	0.1777054905
2321	0.1776927752
2322	0.1776687537
2323	0.1776512718
2324	0.1776308739
2325	0.177606361
2326	0.1775923244
2327	0.1775812229
2328	0.1775661028
2329	0.1775546711
2330	0.1775369778
2331	0.1775139434
2332	0.1774966849
2333	0.1774787045
2334	0.1774589585
2335	0.1774483209
2336	0.1774336206
2337	0.1774210078
2338	0.1774069889
2339	0.177391367
2340	0.1773759128
2341	0.1773609017
2342	0.1773463328
2343	0.1773306872
2344	0.177319087
2345	0.1773012353
2346	0.1772857559
2347	0.1772661872
2348	0.1772529757
2349	0.177240693
2350	0.1772298506
2351	0.1772192852
2352	0.1772093997
2353	0.1772005944
2354	0.1771822517
2355	0.1771700899
2356	0.1771538484
2357	0.1771403911
2358	0.1771302024
2359	0.1771154797
2360	0.1771025586
2361	0.177079642
2362	0.1770650176
2363	0.1770514586
2364	0.1770370105
2365	0.1770186873
2366	0.1770035748
2367	0.1769867476
2368	0.1769735531
2369	0.1769593949
2370	0.1769497262
2371	0.1769340218
2372	0.1769134366
2373	0.1768945769
2374	0.1768799034
2375	0.1768641531
2376	0.1768492239
2377	0.1768335133
2378	0.1768179417
2379	0.176804073
2380	0.176790529
2381	0.1767770593
2382	0.1767572481
2383	0.1767445673
2384	0.1767359894
2385	0.1767204613
2386	0.1767027423
2387	0.1766911356
2388	0.1766728797
2389	0.17666088
2390	0.1766467408
2391	0.1766357939
2392	0.1766223805
2393	0.1766035227
2394	0.1765868809
2395	0.176568062
2396	0.1765532647
2397	0.1765391265
2398	0.1765182688
2399	0.176502232
2400	0.1764870008
2401	0.176467162
2402	0.1764516275
2403	0.1764399632
2404	0.1764284014
2405	0.1764139901
2406	0.1763998475
2407	0.1763812816
2408	0.1763654049
2409	0.176349637
2410	0.1763344406
2411	0.176316214
2412	0.1763038535
2413	0.1762808858
2414	0.1762705002
2415	0.176256429
2416	0.176244238
2417	0.1762264347
2418	0.1762125869
2419	0.1761956201
2420	0.1761862111
2421	0.1761645775
2422	0.1761486398
2423	0.1761287772
2424	0.176115253
2425	0.176102706
2426	0.1760822384
2427	0.1760659147
2428	0.1760491336
2429	0.1760260975
2430	0.1760069922
2431	0.1759934427
2432	0.1759808922
2433	0.175969877
2434	0.1759478008
2435	0.1759329558
2436	0.1759189438
2437	0.1759036603
2438	0.1758823055
2439	0.1758746691
2440	0.1758586618
2441	0.1758391541
2442	0.1758237937
2443	0.1758094835
2444	0.1758002722
2445	0.1757877971
2446	0.1757803259
2447	0.175769618
2448	0.1757545336
2449	0.1757399033
2450	0.1757237155
2451	0.1757104084
2452	0.1756995777
2453	0.1756847476
2454	0.1756715065
2455	0.1756576467
2456	0.1756423584
2457	0.1756338624
2458	0.1756241165
2459	0.1756064046
2460	0.1755932243
2461	0.1755768817
2462	0.1755598593
2463	0.1755511023
2464	0.1755332467
2465	0.1755152468
2466	0.1754983023
2467	0.1754881135
2468	0.17546997
2469	0.1754550262
2470	0.1754392726
2471	0.1754267375
2472	0.175409157
2473	0.1753959405
2474	0.1753831688
2475	0.1753699763
2476	0.1753554205
2477	0.1753463361
2478	0.1753358519
2479	0.1753276887
2480	0.1753132609
2481	0.1753056144
2482	0.1752947372
2483	0.1752721755
2484	0.1752613721
2485	0.1752441449
2486	0.1752331626
2487	0.1752211659
2488	0.1752036866
2489	0.1751873645
2490	0.175163517
2491	0.1751547084
2492	0.1751404994
2493	0.1751258573
2494	0.1751154497
2495	0.1751086841
2496	0.175096678
2497	0.1750861231
2498	0.1750728793
2499	0.1750599776
2500	0.1750460719
2501	0.1750332978
2502	0.1750161496
2503	0.1749946711
2504	0.1749800219
2505	0.1749667724
2506	0.1749531082
2507	0.1749455947
2508	0.1749349545
2509	0.1749172038
2510	0.1749006689
2511	0.1748926678
2512	0.1748832259
2513	0.1748683699
2514	0.1748614508
2515	0.1748518954
2516	0.1748275457
2517	0.1748109725
2518	0.1747923051
2519	0.1747769973
2520	0.1747613511
2521	0.1747421596
2522	0.1747267193
2523	0.1747118152
2524	0.1746992503
2525	0.1746875084
2526	0.1746740498
2527	0.1746589383
2528	0.1746405396
2529	0.1746280898
2530	0.174614296
2531	0.1746042249
2532	0.1745877509
2533	0.1745726956
2534	0.1745557469
2535	0.1745430668
2536	0.1745341591
2537	0.1745188657
2538	0.1745051082
2539	0.1744905379
2540	0.1744784394
2541	0.1744670998
2542	0.1744582622
2543	0.1744423694
2544	0.1744301503
2545	0.1744124616
2546	0.1743966617
2547	0.174378668
2548	0.1743676642
2549	0.1743540731
2550	0.1743396784
2551	0.1743235512
2552	0.1743032714
2553	0.1742908301
2554	0.174283386
2555	0.1742746632
2556	0.1742615856
2557	0.1742469306
2558	0.1742336055
2559	0.1742185836
2560	0.1742047003
2561	0.1741910759
2562	0.1741702679
2563	0.1741591187
2564	0.1741508513
2565	0.1741397
2566	0.1741243381
2567	0.1741135185
2568	0.1740935743
2569	0.1740838291
2570	0.1740745211
2571	0.1740620978
2572	0.1740462015
2573	0.1740368583
2574	0.1740208114
2575	0.1740074766
2576	0.1739995321
2577	0.1739847948
2578	0.1739720962
2579	0.1739550639
2580	0.1739397986
2581	0.1739245292
2582	0.1739145746
2583	0.1739051614
2584	0.1738814027
2585	0.1738669254
2586	0.1738503054
2587	0.1738284739
2588	0.1738119059
2589	0.173790316
2590	0.1737789003
2591	0.1737664404
2592	0.1737493687
2593	0.1737340149
2594	0.1737232163
2595	0.1737072385
2596	0.1736921688
2597	0.1736763507
2598	0.1736606795
2599	0.173648509
2600	0.1736317264
2601	0.1736200828
2602	0.173607758
2603	0.173600317
2604	0.1735884262
2605	0.1735774642
2606	0.173565275
2607	0.1735511333
2608	0.1735270378
2609	0.1735055561
2610	0.173482688
2611	0.1734654571
2612	0.1734533996
2613	0.1734333216
2614	0.1734244561
2615	0.1734058564
2616	0.1733935218
2617	0.1733793097
2618	0.1733628124
2619	0.1733532832
2620	0.1733405575
2621	0.1733177657
2622	0.1733026915
2623	0.1732924847
2624	0.1732739908
2625	0.173261513
2626	0.1732450611
2627	0.1732319333
2628	0.1732205293
2629	0.1732077727
2630	0.1731965618
2631	0.1731791912
2632	0.1731643049
2633	0.1731551948
2634	0.1731371207
2635	0.1731211914
2636	0.1731086882
2637	0.17309275
2638	0.1730778713
2639	0.1730628328
2640	0.1730538113
2641	0.173031773
2642	0.1730196491
2643	0.1729922772
2644	0.1729767468
2645	0.172963564
2646	0.1729501109
2647	0.1729320519
2648	0.1729125446
2649	0.172902348
2650	0.1728924102
2651	0.1728775006
2652	0.1728666003
2653	0.1728483587
2654	0.1728377001
2655	0.1728229563
2656	0.1728096891
2657	0.1727941577
2658	0.1727849224
2659	0.17276787
2660	0.172749839
2661	0.1727303713
2662	0.1727170849
2663	0.1727016566
2664	0.1726825606
2665	0.1726639869
2666	0.1726525481
2667	0.1726315741
2668	0.172616447
2669	0.1726010231
2670	0.1725880887
2671	0.1725743709
2672	0.1725589202
2673	0.1725403361
2674	0.1725222825
2675	0.1725054298
2676	0.1724922531
2677	0.1724755494
2678	0.1724598203
2679	0.1724458008
2680	0.1724283426
2681	0.1724114248
2682	0.172400562
2683	0.1723916245
2684	0.1723784465
2685	0.172358979
2686	0.1723446765
2687	0.1723356315
2688	0.1723157842
2689	0.1723057822
2690	0.1722946827
2691	0.1722794396
2692	0.1722639698
2693	0.172248983
2694	0.1722368028
2695	0.1722187754
2696	0.1722095403
2697	0.1721840776
2698	0.1721646562
2699	0.1721505639
2700	0.1721380902
2701	0.1721222153
2702	0.1721086457
2703	0.1720892068
2704	0.1720691844
2705	0.1720601545
2706	0.1720496087
2707	0.1720379237
2708	0.1720238909
2709	0.1720037305
2710	0.1719819989
2711	0.1719669644
2712	0.1719541741
2713	0.1719349551
2714	0.1719177902
2715	0.1719079455
2716	0.1718950602
2717	0.171884041
2718	0.1718677279
2719	0.1718577904
2720	0.1718448556
2721	0.171825114
2722	0.1718117962
2723	0.1717974623
2724	0.1717864172
2725	0.1717753916
2726	0.1717575833
2727	0.1717458414
2728	0.1717305146
2729	0.1717217969
2730	0.171709565
2731	0.1716931523
2732	0.1716851164
2733	0.1716708473
2734	0.1716484448
2735	0.171634058
2736	0.1716108288
2737	0.1715992047
2738	0.1715927014
2739	0.1715834245
2740	0.17157224
2741	0.1715582149
2742	0.1715477972
2743	0.1715298428
2744	0.171510081
2745	0.1714952461
2746	0.1714820787
2747	0.1714656824
2748	0.1714563233
2749	0.1714462409
2750	0.1714303573
2751	0.1714186397
2752	0.1714114672
2753	0.1714074885
2754	0.1713916489
2755	0.1713772606
2756	0.1713663587
2757	0.1713549752
2758	0.1713458241
2759	0.1713316801
2760	0.1713199006
2761	0.1712983804
2762	0.1712821748
2763	0.1712714421
2764	0.1712617772
2765	0.171246784
2766	0.1712293369
2767	0.1712170014
2768	0.171208542
2769	0.1711893454
2770	0.1711757789
2771	0.171164584
2772	0.1711502642
2773	0.1711371056
2774	0.1711231113
2775	0.1711091782
2776	0.1710894149
2777	0.1710682627
2778	0.1710518956
2779	0.1710374569
2780	0.1710251052
2781	0.1710148294
2782	0.1709925291
2783	0.1709726195
2784	0.1709591458
2785	0.1709428474
2786	0.1709283506
2787	0.1709119388
2788	0.170900727
2789	0.1708854031
2790	0.1708746324
2791	0.1708612551
2792	0.1708497087
2793	0.1708314337
2794	0.1708184174
2795	0.1708039388
2796	0.170796214
2797	0.1707823444
2798	0.170775164
2799	0.1707590524
2800	0.1707482151
2801	0.1707324265
2802	0.1707158176
2803	0.1707018974
2804	0.1706896012
2805	0.1706767015
2806	0.1706692781
2807	0.1706554675
2808	0.1706378208
2809	0.1706235951
2810	0.1706110744
2811	0.1706057862
2812	0.1705909207
2813	0.1705693093
2814	0.1705564047
2815	0.1705409785
2816	0.170527941
2817	0.1705152717
2818	0.1705012604
2819	0.1704886988
2820	0.1704730619
2821	0.1704569099
2822	0.1704449225
2823	0.1704304833
2824	0.1704171725
2825	0.1704017167
2826	0.170390829
2827	0.1703810861
2828	0.1703712212
2829	0.1703505823
2830	0.1703359914
2831	0.1703242665
2832	0.1703113783
2833	0.1702944734
2834	0.1702774411
2835	0.1702639866
2836	0.1702527855
2837	0.1702381635
2838	0.1702231954
2839	0.1702110217
2840	0.1701990593
2841	0.1701880204
2842	0.1701718995
2843	0.1701513915
2844	0.1701404568
2845	0.1701270616
2846	0.1701171179
2847	0.1701042062
2848	0.1700895441
2849	0.1700797895
2850	0.1700606954
2851	0.1700476941
2852	0.1700376866
2853	0.170020613
2854	0.1700047609
2855	0.1699942123
2856	0.1699754929
2857	0.1699636647
2858	0.1699444494
2859	0.1699286707
2860	0.1699229597
2861	0.1699113275
2862	0.1698992625
2863	0.1698840712
2864	0.1698719912
2865	0.1698526309
2866	0.169839787
2867	0.1698308306
2868	0.1698202727
2869	0.1698011893
2870	0.1697916964
2871	0.1697826499
2872	0.1697697181
2873	0.1697605651
2874	0.169747781
2875	0.169735621
2876	0.1697200505
2877	0.1697142341
2878	0.1697064599
2879	0.1696892401
2880	0.1696740624
2881	0.169660648
2882	0.1696459589
2883	0.1696344113
2884	0.1696077135
2885	0.1695934325
2886	0.1695847843
2887	0.169576294
2888	0.1695603352
2889	0.1695414333
2890	0.169528573
2891	0.169512849
2892	0.1694988243
2893	0.1694734409
2894	0.1694467323
2895	0.1694389024
2896	0.1694210388
2897	0.1694035968
2898	0.1693888703
2899	0.1693771865
2900	0.1693687396
2901	0.1693470426
2902	0.1693370707
2903	0.169324786
2904	0.1693136477
2905	0.1693027654
2906	0.1692938194
2907	0.1692783164
2908	0.1692664491
2909	0.1692552352
2910	0.1692483317
2911	0.1692397649
2912	0.169227371
2913	0.1692136366
2914	0.1692012062
2915	0.1691857827
2916	0.1691728261
2917	0.1691563503
2918	0.1691459471
2919	0.1691302342
2920	0.169112782
2921	0.1690984583
2922	0.1690834248
2923	0.1690710024
