iter	CrossEntropy
400	0.2157150931
401	0.2156896942
402	0.2156599941
403	0.2156198202
404	0.2155883735
405	0.2155529498
406	0.2155148198
407	0.2154897629
408	0.2154595979
409	0.2154167098
410	0.2153844315
411	0.2153552407
412	0.2153253622
413	0.2153011956
414	0.2152722371
415	0.2152421738
416	0.2152125508
417	0.2151806933
418	0.2151539925
419	0.2151326806
420	0.2151041823
421	0.2150743086
422	0.2150497905
423	0.2150162238
424	0.2149696779
425	0.2149393583
426	0.2149087141
427	0.2148857016
428	0.2148609211
429	0.2148236248
430	0.2147964927
431	0.2147684771
432	0.2147322884
433	0.2147133168
434	0.2146918113
435	0.2146523368
436	0.2146265748
437	0.2146060752
438	0.2145843092
439	0.2145595249
440	0.2145355912
441	0.2145069425
442	0.214480264
443	0.2144539869
444	0.2144234355
445	0.2143967317
446	0.2143638946
447	0.2143425068
448	0.2143121779
449	0.2142855456
450	0.2142517737
451	0.2142190454
452	0.2141927062
453	0.2141695367
454	0.2141445213
455	0.2141207373
456	0.2140912492
457	0.2140673368
458	0.2140450498
459	0.214024211
460	0.2140045505
461	0.2139792004
462	0.213952961
463	0.2139268797
464	0.2138961148
465	0.2138657941
466	0.21381965
467	0.2137915558
468	0.2137625713
469	0.2137421422
470	0.2137131146
471	0.2136880292
472	0.213650988
473	0.2136294252
474	0.2136047989
475	0.2135750864
476	0.2135414833
477	0.2135116768
478	0.2134838322
479	0.2134560852
480	0.21342624
481	0.2133986744
482	0.2133802958
483	0.2133543155
484	0.2133270815
485	0.213292066
486	0.2132644896
487	0.2132350967
488	0.2132178477
489	0.2131909855
490	0.2131576324
491	0.2131345761
492	0.213109547
493	0.2130827006
494	0.2130560792
495	0.2130132393
496	0.2129752004
497	0.2129446242
498	0.2129095777
499	0.2128719022
500	0.2128412631
501	0.2128029234
502	0.2127769856
503	0.2127458092
504	0.2127167962
505	0.2126967271
506	0.2126657527
507	0.212638136
508	0.2126084612
509	0.2125840817
510	0.2125479957
511	0.2125139593
512	0.2124893879
513	0.2124592231
514	0.2124370012
515	0.2124037215
516	0.2123718405
517	0.2123414943
518	0.2123117988
519	0.2122910816
520	0.2122611669
521	0.2122388313
522	0.2122052474
523	0.2121832768
524	0.2121573246
525	0.2121340648
526	0.2121018612
527	0.212068184
528	0.2120345735
529	0.2120140071
530	0.2119931057
531	0.2119712274
532	0.2119470643
533	0.2119217914
534	0.2118928361
535	0.2118622635
536	0.2118340466
537	0.2118029692
538	0.2117714792
539	0.2117505956
540	0.2117213019
541	0.2116905665
542	0.2116682363
543	0.2116369224
544	0.211618443
545	0.2115798817
546	0.2115592292
547	0.2115303882
548	0.2115051155
549	0.2114727564
550	0.2114449949
551	0.2114204698
552	0.2113955212
553	0.2113699116
554	0.2113417248
555	0.2113190986
556	0.2112899387
557	0.2112631454
558	0.2112408853
559	0.2112152074
560	0.2111729769
561	0.2111488053
562	0.2111224094
563	0.2111028367
564	0.2110746701
565	0.2110350406
566	0.2110053142
567	0.2109710534
568	0.2109465399
569	0.2109157357
570	0.2108881408
571	0.2108531153
572	0.2108240192
573	0.2107945638
574	0.2107729709
575	0.2107469369
576	0.2107238104
577	0.2106921779
578	0.2106685015
579	0.2106473851
580	0.2106299628
581	0.2106020116
582	0.2105769149
583	0.2105528212
584	0.2105161982
585	0.2104914125
586	0.2104691817
587	0.2104470494
588	0.2104204982
589	0.2103921896
590	0.2103703271
591	0.2103377824
592	0.2103129051
593	0.2102802424
594	0.2102568366
595	0.2102330116
596	0.2102090177
597	0.2101781943
598	0.2101498883
599	0.2101243138
600	0.210100823
601	0.2100825205
602	0.2100582703
603	0.210032022
604	0.2099999208
605	0.2099729702
606	0.209955429
607	0.2099355077
608	0.2099047191
609	0.2098779945
610	0.2098470796
611	0.2098220928
612	0.2097887925
613	0.2097582824
614	0.2097369114
615	0.209709864
616	0.209693908
617	0.2096685465
618	0.2096354683
619	0.2096160405
620	0.209567571
621	0.2095454287
622	0.209524627
623	0.2094986575
624	0.209480255
625	0.2094492329
626	0.209430101
627	0.2094124409
628	0.2093890186
629	0.2093595432
630	0.2093321185
631	0.2093029287
632	0.2092790067
633	0.2092543632
634	0.2092226984
635	0.2092047268
636	0.2091827788
637	0.2091673321
638	0.2091403495
639	0.2091151108
640	0.2090966655
641	0.2090653467
642	0.2090436656
643	0.2090115951
644	0.2089870949
645	0.2089637048
646	0.2089407074
647	0.2089161784
648	0.2089013082
649	0.2088751997
650	0.2088482258
651	0.2088203407
652	0.2087961569
653	0.2087738232
654	0.2087538742
655	0.2087334607
656	0.2087085444
657	0.2086846455
658	0.208660035
659	0.2086326145
660	0.2086093704
661	0.2085912779
662	0.2085747275
663	0.2085534117
664	0.2085228307
665	0.2085012992
666	0.2084685006
667	0.2084463286
668	0.2084047639
669	0.2083914912
670	0.2083589037
671	0.2083325248
672	0.2083185508
673	0.2082951879
674	0.2082689202
675	0.208241867
676	0.2082194836
677	0.2081944447
678	0.2081796205
679	0.2081495011
680	0.2081255348
681	0.2081066685
682	0.2080857097
683	0.2080631806
684	0.20804279
685	0.2080151354
686	0.2080003399
687	0.2079750498
688	0.2079527425
689	0.2079221382
690	0.2079019495
691	0.2078757758
692	0.2078522236
693	0.2078292767
694	0.2077976843
695	0.2077789194
696	0.2077577173
697	0.2077389937
698	0.2077166083
699	0.2076990574
700	0.207667601
701	0.2076424253
702	0.2076153639
703	0.2075903086
704	0.2075658396
705	0.2075399162
706	0.2075187472
707	0.2074950985
708	0.207475163
709	0.2074602678
710	0.2074444459
711	0.2074188509
712	0.2073930989
713	0.2073635495
714	0.2073431267
715	0.2073250394
716	0.2073034472
717	0.2072766947
718	0.2072523126
719	0.2072275732
720	0.2072054101
721	0.207178147
722	0.2071527055
723	0.2071304926
724	0.2071116684
725	0.2070930954
726	0.2070628968
727	0.2070351723
728	0.2070119349
729	0.2069934965
730	0.2069720049
731	0.2069486051
732	0.2069252946
733	0.2069049108
734	0.2068886974
735	0.2068732948
736	0.2068537745
737	0.2068236425
738	0.2068008163
739	0.2067767007
740	0.2067473142
741	0.2067296091
742	0.2066964837
743	0.2066704771
744	0.2066498828
745	0.2066327323
746	0.2066141719
747	0.2065884216
748	0.206572596
749	0.2065524433
750	0.206536288
751	0.2065126872
752	0.2064930499
753	0.2064752881
754	0.2064534684
755	0.2064315371
756	0.206399671
757	0.2063716724
758	0.2063493555
759	0.2063220491
760	0.2063020557
761	0.206270847
762	0.2062540497
763	0.2062308487
764	0.2062092835
765	0.2061890903
766	0.2061677054
767	0.2061518475
768	0.2061207941
769	0.2060897157
770	0.2060632357
771	0.2060326663
772	0.2060056879
773	0.2059774205
774	0.2059589439
775	0.2059334652
776	0.2059077171
777	0.2058867143
778	0.2058711659
779	0.2058448801
780	0.2058134234
781	0.2057890309
782	0.2057660677
783	0.2057473696
784	0.2057170923
785	0.205700167
786	0.2056809083
787	0.2056610405
788	0.2056363772
789	0.2056081143
790	0.2055912601
791	0.2055687279
792	0.2055538163
793	0.2055312756
794	0.2055170452
795	0.2054977501
796	0.205476495
797	0.2054517291
798	0.2054346243
799	0.205409631
800	0.2053913479
801	0.2053742207
802	0.2053481192
803	0.2053311757
804	0.2053157515
805	0.2052960795
806	0.2052749305
807	0.205254736
808	0.2052187247
809	0.2052008215
810	0.2051742118
811	0.2051492568
812	0.2051203875
813	0.2050970423
814	0.2050765914
815	0.2050587645
816	0.2050381938
817	0.2050198157
818	0.2049880985
819	0.2049691649
820	0.2049539779
821	0.2049287938
822	0.2049095205
823	0.2048799858
824	0.2048564046
825	0.204831169
826	0.2048130439
827	0.2047931154
828	0.2047689677
829	0.2047513297
830	0.204731335
831	0.2047107268
832	0.2046907887
833	0.2046652678
834	0.2046372262
835	0.2046183544
836	0.20459859
837	0.2045760608
838	0.2045610347
839	0.2045445113
840	0.2045232799
841	0.2045008348
842	0.2044767645
843	0.2044618003
844	0.204440103
845	0.2044153891
846	0.2043921243
847	0.2043707913
848	0.2043437656
849	0.2043176263
850	0.2042876638
851	0.2042617793
852	0.2042442018
853	0.2042216561
854	0.2042018324
855	0.204181642
856	0.2041597626
857	0.2041411162
858	0.204120174
859	0.2040970677
860	0.2040759049
861	0.204054229
862	0.2040270133
863	0.2039972674
864	0.2039740892
865	0.2039540256
866	0.2039348777
867	0.2039188652
868	0.2038975057
869	0.2038784289
870	0.2038587535
871	0.2038424724
872	0.2038223266
873	0.2037959336
874	0.2037777393
875	0.2037515565
876	0.2037291799
877	0.2037091645
878	0.2036902167
879	0.2036675306
880	0.2036512411
881	0.2036286794
882	0.203604365
883	0.2035855108
884	0.2035583328
885	0.203538512
886	0.2035160476
887	0.203497317
888	0.2034754792
889	0.2034501554
890	0.2034360289
891	0.2034234325
892	0.2033907694
893	0.2033709927
894	0.2033509422
895	0.2033279355
896	0.2033052719
897	0.2032857729
898	0.2032708868
899	0.2032510811
900	0.2032250965
901	0.203214101
902	0.2031880719
903	0.2031620105
904	0.203133681
905	0.2031139932
906	0.2030950156
907	0.20307213
908	0.203047669
909	0.2030313155
910	0.2030076843
911	0.202987105
912	0.202963963
913	0.2029362218
914	0.2029201612
915	0.2028957439
916	0.2028763829
917	0.2028539129
918	0.2028341866
919	0.2028074232
920	0.2027897372
921	0.2027732121
922	0.2027594793
923	0.2027434144
924	0.2027251265
925	0.2026993166
926	0.2026705799
927	0.2026448232
928	0.2026298122
929	0.2026067386
930	0.2025933672
931	0.2025720753
932	0.2025483414
933	0.202522167
934	0.2024989413
935	0.2024783789
936	0.2024573389
937	0.2024292794
938	0.2024047284
939	0.2023754114
940	0.2023593524
941	0.2023402237
942	0.2023267636
943	0.2023075035
944	0.2022892894
945	0.2022725376
946	0.2022535624
947	0.2022336706
948	0.2022191808
949	0.2022051976
950	0.2021871602
951	0.2021621552
952	0.2021449328
953	0.2021253473
954	0.2021057714
955	0.202078801
956	0.2020647594
957	0.2020431724
958	0.2020239087
959	0.2020013054
960	0.2019761934
961	0.2019635191
962	0.2019475107
963	0.201929338
964	0.2019022339
965	0.2018831819
966	0.2018658253
967	0.2018478554
968	0.2018264581
969	0.2017978791
970	0.2017831263
971	0.2017672863
972	0.2017498243
973	0.2017248313
974	0.2017068404
975	0.2016873878
976	0.2016673855
977	0.2016522416
978	0.2016332081
979	0.2016110299
980	0.2015890867
981	0.2015785403
982	0.2015583639
983	0.2015447407
984	0.2015265389
985	0.2015119832
986	0.2014926547
987	0.2014705763
988	0.2014489016
989	0.2014235146
990	0.2014113355
991	0.2013922824
992	0.2013741746
993	0.201348343
994	0.2013250101
995	0.2013072963
996	0.2012850512
997	0.2012585292
998	0.2012366445
999	0.2012169801
1000	0.2011965866
1001	0.2011789712
1002	0.2011551386
1003	0.2011344913
1004	0.2011100754
1005	0.2010903855
1006	0.2010735296
1007	0.2010490742
1008	0.2010250664
1009	0.2010037404
1010	0.2009858203
1011	0.2009660532
1012	0.2009374592
1013	0.2009179058
1014	0.2008941875
1015	0.2008771415
1016	0.2008440168
1017	0.2008232377
1018	0.2008014449
1019	0.200785496
1020	0.2007700433
1021	0.2007443573
1022	0.2007234459
1023	0.2007068961
1024	0.2006834583
1025	0.2006631892
1026	0.2006396017
1027	0.2006154084
1028	0.2005973141
1029	0.200581948
1030	0.2005589845
1031	0.2005352548
1032	0.200514622
1033	0.200491856
1034	0.2004767929
1035	0.2004527479
1036	0.2004374758
1037	0.2004171977
1038	0.2003972754
1039	0.2003790375
1040	0.2003612805
1041	0.2003413595
1042	0.2003182093
1043	0.2002892752
1044	0.20026866
1045	0.2002516675
1046	0.2002389604
1047	0.20021674
1048	0.2001970351
1049	0.2001764281
1050	0.2001532729
1051	0.2001283261
1052	0.2001081503
1053	0.2000837818
1054	0.2000708539
1055	0.200053798
1056	0.2000348455
1057	0.200010462
1058	0.1999892053
1059	0.199968298
1060	0.1999544115
1061	0.1999398332
1062	0.1999202421
1063	0.1999015011
1064	0.1998830936
1065	0.1998662839
1066	0.1998519023
1067	0.1998325475
1068	0.1998106657
1069	0.1997917884
1070	0.1997648552
1071	0.199748421
1072	0.1997240278
1073	0.1996999002
1074	0.1996834441
1075	0.1996596818
1076	0.1996436819
1077	0.1996181265
1078	0.1995965604
1079	0.1995772256
1080	0.1995619631
1081	0.1995372849
1082	0.1995226144
1083	0.1995053727
1084	0.1994876478
1085	0.1994650716
1086	0.19943177
1087	0.199405814
1088	0.1993863639
1089	0.1993699833
1090	0.199346878
1091	0.199327844
1092	0.1993050559
1093	0.1992849785
1094	0.1992655368
1095	0.1992400537
1096	0.1992249097
1097	0.1992058564
1098	0.1991829453
1099	0.1991590405
1100	0.1991400828
1101	0.1991129211
1102	0.1990862099
1103	0.1990620324
1104	0.1990405554
1105	0.1990274331
1106	0.1990075309
1107	0.1989859014
1108	0.1989653028
1109	0.1989491809
1110	0.1989318224
1111	0.1989107355
1112	0.1988914042
1113	0.1988726068
1114	0.1988478295
1115	0.1988268198
1116	0.1988117214
1117	0.1987970509
1118	0.1987748731
1119	0.198755469
1120	0.1987407411
1121	0.1987195871
1122	0.19870112
1123	0.1986850382
1124	0.1986572359
1125	0.198636954
1126	0.1986154501
1127	0.198599028
1128	0.1985903843
1129	0.1985758286
1130	0.1985632095
1131	0.1985434818
1132	0.1985261273
1133	0.1985053439
1134	0.198481109
1135	0.1984621401
1136	0.1984369027
1137	0.1984181439
1138	0.1984004785
1139	0.198383129
1140	0.1983651751
1141	0.1983454752
1142	0.1983227525
1143	0.1982972921
1144	0.1982805414
1145	0.1982671566
1146	0.1982486471
1147	0.1982247851
1148	0.1982040587
1149	0.198193547
1150	0.1981807733
1151	0.1981671106
1152	0.1981433949
1153	0.1981252974
1154	0.1981002399
1155	0.1980916678
1156	0.1980746676
1157	0.1980551796
1158	0.1980329979
1159	0.1980126834
1160	0.1979888845
1161	0.1979712213
1162	0.1979445354
1163	0.1979111336
1164	0.1978862172
1165	0.1978655409
1166	0.1978435258
1167	0.197819619
1168	0.197806095
1169	0.1977858241
1170	0.1977647256
1171	0.1977469995
1172	0.197718187
1173	0.1976991112
1174	0.1976793445
1175	0.1976640144
1176	0.1976513803
1177	0.1976292294
1178	0.1976137723
1179	0.1975979254
1180	0.1975706661
1181	0.1975490611
1182	0.1975348035
1183	0.1975139377
1184	0.1974939248
1185	0.19746989
1186	0.1974535656
1187	0.1974317165
1188	0.1974191203
1189	0.1974047295
1190	0.1973880422
1191	0.1973567885
1192	0.1973329137
1193	0.1973096156
1194	0.1972934925
1195	0.1972796467
1196	0.1972608223
1197	0.1972429125
1198	0.1972261142
1199	0.1972018971
1200	0.1971858655
1201	0.1971718048
1202	0.1971495242
1203	0.1971300271
1204	0.1971067911
1205	0.1970897283
1206	0.1970707511
1207	0.1970470856
1208	0.1970165295
1209	0.1969902211
1210	0.1969730053
1211	0.1969484997
1212	0.1969320898
1213	0.1969145027
1214	0.1968935332
1215	0.1968771369
1216	0.1968579468
1217	0.196828539
1218	0.1968107362
1219	0.1967981876
1220	0.196785356
1221	0.1967646755
1222	0.1967463045
1223	0.196730047
1224	0.1967101438
1225	0.1966932117
1226	0.1966739505
1227	0.1966481248
1228	0.1966211601
1229	0.1965923312
1230	0.196570172
1231	0.1965568438
1232	0.1965446862
1233	0.1965228986
1234	0.1965048558
1235	0.1964870811
1236	0.1964678002
1237	0.1964475846
1238	0.1964352736
1239	0.1964110639
1240	0.19638835
1241	0.1963674047
1242	0.1963459325
1243	0.1963354857
1244	0.1963195522
1245	0.1962957499
1246	0.1962776046
1247	0.1962518617
1248	0.196231607
1249	0.1962147889
1250	0.1961974704
1251	0.1961733116
1252	0.1961551168
1253	0.196132283
1254	0.1961115123
1255	0.1960921743
1256	0.1960775432
1257	0.1960503821
1258	0.1960319806
1259	0.1960206008
1260	0.1960032401
1261	0.1959840866
1262	0.1959664089
1263	0.195948898
1264	0.1959218546
1265	0.1959087963
1266	0.1958852504
1267	0.1958614949
1268	0.19584843
1269	0.1958371703
1270	0.1958176546
1271	0.1957969342
1272	0.1957833602
1273	0.1957706014
1274	0.1957537475
1275	0.195733177
1276	0.1957197161
1277	0.1956912452
1278	0.195669734
1279	0.1956466061
1280	0.1956358197
1281	0.1956172175
1282	0.1956030407
1283	0.195582863
1284	0.1955614023
1285	0.1955412428
1286	0.1955231996
1287	0.1955020967
1288	0.195481785
1289	0.1954612756
1290	0.1954303083
1291	0.1954114759
1292	0.1953856039
1293	0.1953714826
1294	0.1953556496
1295	0.1953381299
1296	0.1953219466
1297	0.1953076982
1298	0.1952955783
1299	0.1952798584
1300	0.1952614796
1301	0.1952338894
1302	0.1952179915
1303	0.1951951122
1304	0.1951743228
1305	0.1951498223
1306	0.1951313495
1307	0.1951084826
1308	0.1950943227
1309	0.1950794886
1310	0.1950614193
1311	0.1950393394
1312	0.195022087
1313	0.195007794
1314	0.1949950061
1315	0.1949832328
1316	0.1949599841
1317	0.1949379384
1318	0.1949104993
1319	0.1948911287
1320	0.1948670508
1321	0.1948510462
1322	0.1948278619
1323	0.194804629
1324	0.1947787308
1325	0.1947556106
1326	0.1947398993
1327	0.1947240835
1328	0.1947070992
1329	0.1946875075
1330	0.1946705446
1331	0.1946487331
1332	0.1946367487
1333	0.1946228128
1334	0.1946026502
1335	0.1945824986
1336	0.1945622031
1337	0.1945462293
1338	0.1945279035
1339	0.1945116351
1340	0.1944984311
1341	0.1944837859
1342	0.194466982
1343	0.1944433687
1344	0.1944211724
1345	0.1944024223
1346	0.1943825935
1347	0.1943568793
1348	0.1943408039
1349	0.1943258184
1350	0.1943105352
1351	0.1942905878
1352	0.1942658189
1353	0.1942472587
1354	0.1942309401
1355	0.1942084284
1356	0.194190891
1357	0.1941669559
1358	0.1941381212
1359	0.1941179527
1360	0.1941002432
1361	0.1940721953
1362	0.194052729
1363	0.1940346876
1364	0.1940102501
1365	0.1939907161
1366	0.1939681978
1367	0.1939469101
1368	0.1939315176
1369	0.1939060704
1370	0.1938908825
1371	0.1938613405
1372	0.1938434147
1373	0.1938231595
1374	0.1938015755
1375	0.1937808417
1376	0.1937655744
1377	0.1937392624
1378	0.1937202684
1379	0.1937026858
1380	0.1936828048
1381	0.1936611476
1382	0.1936481676
1383	0.1936331982
1384	0.1936122839
1385	0.193593718
1386	0.1935741331
1387	0.1935517722
1388	0.1935325321
1389	0.1935188503
1390	0.1935016546
1391	0.1934816507
1392	0.1934674728
1393	0.1934534177
1394	0.1934333457
1395	0.1934098811
1396	0.1933880672
1397	0.1933692711
1398	0.1933494403
1399	0.1933244522
1400	0.1933052553
1401	0.1932856893
1402	0.1932673207
1403	0.1932521371
1404	0.193237522
1405	0.1932194535
1406	0.1931986689
1407	0.193177887
1408	0.1931558748
1409	0.1931398077
1410	0.1931210623
1411	0.1931034374
1412	0.1930855506
1413	0.1930639532
1414	0.193041505
1415	0.1930269759
1416	0.1930079218
1417	0.1929885168
1418	0.1929703073
1419	0.1929437576
1420	0.192922861
1421	0.1928978606
1422	0.1928813565
1423	0.1928624385
1424	0.1928488565
1425	0.1928320655
1426	0.1928024655
1427	0.192772931
1428	0.1927508896
1429	0.1927315123
1430	0.1927102749
1431	0.192689471
1432	0.19267073
1433	0.1926582022
1434	0.1926352433
1435	0.1926166116
1436	0.1925962352
1437	0.1925735301
1438	0.192557732
1439	0.1925413277
1440	0.1925231076
1441	0.1925006988
1442	0.1924856841
1443	0.1924616605
1444	0.1924436265
1445	0.1924241927
1446	0.1924052754
1447	0.1923918714
1448	0.1923746922
1449	0.1923598396
1450	0.192339481
1451	0.1923192765
1452	0.1923020969
1453	0.1922869289
1454	0.1922652819
1455	0.1922472628
1456	0.1922252324
1457	0.1922038526
1458	0.1921909568
1459	0.1921753967
1460	0.1921540438
1461	0.1921375435
1462	0.192118616
1463	0.1920933658
1464	0.1920759208
1465	0.1920633814
1466	0.1920415406
1467	0.1920277539
1468	0.1919966952
1469	0.1919750274
1470	0.1919569693
1471	0.1919353055
1472	0.1919108879
1473	0.1918923423
1474	0.1918694817
1475	0.1918386442
1476	0.1918216288
1477	0.1917995738
1478	0.1917758401
1479	0.1917577782
1480	0.1917427887
1481	0.1917189188
1482	0.1917040275
1483	0.1916764028
1484	0.1916606933
1485	0.1916442644
1486	0.191619037
1487	0.1916030702
1488	0.1915870484
1489	0.1915709121
1490	0.1915549717
1491	0.1915438824
1492	0.1915239234
1493	0.1915100942
1494	0.1914928908
1495	0.1914763899
1496	0.1914562427
1497	0.1914385541
1498	0.1914282635
1499	0.1914078571
1500	0.1913863178
1501	0.1913709854
1502	0.1913526832
1503	0.1913342451
1504	0.191313759
1505	0.1912956502
1506	0.191278691
1507	0.1912493168
1508	0.1912321703
1509	0.1912047824
1510	0.1911831688
